what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1706267541791
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1706267541791
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1706267541791
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1706267541791
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1706267541791
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1706267541791
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1706267541791
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1706267541791
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1706267541791
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1706267541791
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1706267541791
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1706267541807
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1706267541807
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1706267541807
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1706267541807
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1706267541822
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1706267541822
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1706267541822
os,sysinfo,,,"win32",1706267541822
arch,sysinfo,,,"x86",1706267541822
ws,sysinfo,,,"win32",1706267541822
locale,sysinfo,,,"ru_RU",1706267541822
processors,sysinfo,,,"12",1706267541822
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1706267541822
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1706267541822
java.specification.name,sysinfo,,,"Java Platform API Specification",1706267541822
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1706267541822
java.specification.version,sysinfo,,,"1.6",1706267541822
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1706267541822
java.version,sysinfo,,,"1.6.0_23",1706267541822
java.vm.info,sysinfo,,,"mixed mode",1706267541822
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1706267541822
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1706267541822
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1706267541822
java.vm.specification.version,sysinfo,,,"1.0",1706267541822
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1706267541822
java.vm.version,sysinfo,,,"19.0-b09",1706267541822
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1706267542197
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1706267542260
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1706267542338
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1706267542400
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1706267542853
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1706267543462
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1706267544978
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1706267545150
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1706267545931
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1706267551117
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1706267551179
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1706267551639
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1706267552014
